Alec Harwood,Male,27,175 cm,92 kg,0:00,0:00,0:00,0:00,--,0:00,0:00,150,125,260,202,--
Mikko Aronpaa,Male,32,178 cm,92 kg,2:12,0:00,0:00,0:00,--,0:00,0:00,155,125,243,207,52
Sigurður Hafsteinn Jónsson,Male,26,175 cm,90 kg,2:17,--,1:34,--,423,--,--,153,125,240,215,--
Will Kane,Male,29,176 cm,176 lb,2:16,7:57,1:43,17:17,411,--,20:05,140,113,210,185,58
Michael Mikaere,Male,25,178 cm,86 kg,0:00,7:22,0:00,0:00,--,0:00,0:00,140,115,250,185,--
Mitchell Adams,Male,25,167 cm,81 kg,2:17,7:46,1:51,--,--,0:59,--,133,110,215,195,56
Bartlomiej Lipka,Male,26,177 cm,183 lb,2:43,--,1:36,--,--,0:57,20:30,330,260,555,445,45
Mareck Bigler,Male,33,183 cm,194 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Stefano Migliorini,Male,27,173 cm,185 lb,2:09,7:00,1:38,0:00,402,1:11,20:00,148,115,235,235,72
Samuel Gallego,Male,28,180 cm,187 lb,2:19,--,1:50,--,--,1:01,19:52,150,112,215,190,65
Laurent Camps,Male,25,178 cm,210 lb,2:20,7:15,1:05,--,--,--,18:05,150,130,230,190,--
Utku Tuncer,Male,30,174 cm,88 kg,2:07,--,--,--,--,--,--,153,125,220,200,--
Bartosz Wieckowski,Male,26,182 cm,196 lb,--,--,--,--,--,--,--,140,115,210,175,51
Simon Mantyla,Male,25,181 cm,92 kg,--,--,--,--,--,--,--,136,102,215,200,--
ates boran,Male,30,173 cm,169 lb,2:14,7:34,1:38,--,--,--,--,140,115,215,190,79
Casper Gammelmark,Male,25,187 cm,189 lb,--,--,--,--,--,--,--,--,--,--,--,--
Jamie Fry,Male,21,"5'0""",182 lb,--,--,--,--,--,--,--,--,--,--,--,--
Rob Martin,Male,37,183 cm,90 kg,0:00,0:00,0:00,0:00,--,0:00,0:00,142,120,240,185,--
Joakim Ro-Poulsen,Male,28,180 cm,189 lb,3:00,--,--,--,--,0:59,--,125,110,200,170,--
Sigurður Þrastarson,Male,32,179 cm,205 lb,2:03,6:57,1:18,--,--,--,--,145,115,265,230,40
Andrea Barbotti,Male,27,174 cm,82 kg,2:20,--,2:25,--,422,--,--,142,113,210,185,40
Joshua Wichtrup,Male,24,183 cm,183 lb,2:33,6:44,--,--,--,1:01,--,310,225,475,445,--
Klaus Hebo Uggerhøj,Male,25,176 cm,190 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,140,112,220,188,--
Alexandre Jolivet,Male,36,174 cm,202 lb,2:05,--,--,--,445,0:58,19:52,155,115,280,250,46
Anže Benko,Male,25,175 cm,189 lb,2:28,--,--,--,--,--,--,125,93,200,175,--
Lefteris Theofanidis,Male,26,"5'7""",174 lb,2:11,--,--,--,--,--,--,400,310,--,640,--
Mahmood Shalan,Male,23,178 cm,188 lb,2:29,--,--,--,--,--,--,315,225,500,395,--
Paweł Kozak,Male,26,183 cm,90 kg,2:45,--,1:42,--,--,--,18:30,140,110,200,170,55
David Santa Cruz Borgstrand,Male,34,180 cm,210 lb,2:18,7:07,1:22,0:00,--,1:03,19:12,150,125,230,210,56
Richard Smith,Male,28,183 cm,187 lb,2:09,0:00,1:58,0:00,418,0:00,16:45,305,235,485,418,70
Khan Porter,Male,27,182 cm,205 lb,2:04,--,1:10,16:40,468,--,--,160,131,242,190,70
Rob Forte,Male,30,174 cm,89 kg,2:12,7:01,1:16,16:41,517,0:59,19:30,325,270,513,418,53
Chad Mackay,Male,34,"6'1""",215 lb,2:25,7:00,1:25,18:00,400,1:00,20:00,150,135,240,200,60
Kevin Manuel,Male,30,187 cm,92 kg,2:16,--,1:46,--,412,--,--,160,130,240,205,55
Ben Garard,Male,28,165 cm,183 lb,2:05,7:06,1:30,0:00,--,0:58,19:15,150,121,245,218,55
James Connew,Male,27,177 cm,182 lb,2:29,--,2:09,--,--,--,--,300,255,445,375,--
Kyle Frankenfeld,Male,26,181 cm,205 lb,2:47,8:05,1:06,0:00,--,1:05,0:00,145,120,230,216,50
Dean Linder-Leighton,Male,26,175 cm,86 kg,2:12,0:00,1:28,0:00,520,0:55,19:30,155,135,250,200,75
Rory Boyden,Male,26,184 cm,85 kg,2:25,6:58,1:32,0:00,--,0:49,18:11,133,110,200,160,51
Brandon Swan,Male,25,175 cm,185 lb,2:03,7:48,1:20,17:55,410,0:58,0:00,150,125,250,200,70
Patrick Fitzsimons,Male,27,175 cm,180 lb,2:25,0:00,0:00,0:00,--,0:00,0:00,145,115,255,190,--
Zeke Grove,Male,24,169 cm,176 lb,2:00,7:13,1:15,--,--,--,--,145,113,210,180,66
James Newbury,Male,25,177 cm,87 kg,2:08,6:59,1:26,0:00,369,0:53,18:44,145,120,242,200,85
Matthew Reilly,Male,27,187 cm,220 lb,--,--,--,--,--,--,--,--,--,--,--,--
Joel Munro,Male,24,172 cm,167 lb,2:08,--,1:24,17:40,510,--,20:20,140,113,220,170,70
Joshua Santhou,Male,26,183 cm,191 lb,2:11,7:56,1:46,--,--,--,19:00,140,123,230,200,--
Michael Mogard,Male,32,"5'9""",178 lb,2:10,7:30,2:00,0:00,411,1:00,21:00,315,270,500,400,53
Sean Brickwood,Male,27,175 cm,175 lb,2:10,7:24,1:47,--,--,--,--,140,112,203,175,45
Scott Hutchison,Male,34,176 cm,180 lb,2:19,7:34,1:38,0:00,--,1:02,19:44,142,112,250,210,67
Hayden LaVanda,Male,23,178 cm,89 kg,2:11,7:40,1:57,0:00,493,0:00,20:30,150,120,240,205,65
Kieran Hogan,Male,28,177 cm,187 lb,2:20,7:30,1:50,0:00,--,0:59,18:20,150,122,211,190,60
Fiodor Serkov,Male,24,175 cm,90 kg,2:22,--,0:00,--,--,--,--,147,120,210,200,80
Callum Ward,Male,29,183 cm,225 lb,2:20,7:43,1:42,0:00,430,1:13,21:26,140,120,242,210,65
Luke McMahon,Male,22,175 cm,175 lb,--,--,--,--,--,--,--,800,800,1000,1000,--
Cj Walker,Male,29,180 cm,90 kg,2:07,--,1:42,--,--,--,--,148,125,225,200,50
Luke McGruer,Male,33,179 cm,80 kg,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Kahn May,Male,33,191 cm,216 lb,--,--,--,--,--,--,--,142,127,--,--,--
Ant Haynes,Male,27,179 cm,89 kg,0:00,--,0:00,--,--,0:00,--,--,--,--,--,--
Alex Ranieri,Male,31,193 cm,245 lb,2:17,0:00,1:17,--,--,1:02,23:50,150,120,260,220,51
David Wiggin,Male,25,178 cm,196 lb,2:20,--,2:03,--,415,0:55,18:07,142,115,232,200,65
Young-Jun Kim,Male,31,165 cm,169 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,307,247,435,395,--
Luke Fiso,Male,26,176 cm,189 lb,2:27,9:03,1:41,--,--,0:53,--,143,125,220,190,52
Luke Starr,Male,33,172 cm,176 lb,2:11,7:26,1:30,0:00,--,0:00,0:00,138,105,245,210,70
Young Hoon Choi,Male,32,182 cm,200 lb,--,--,--,--,--,--,--,--,--,--,--,--
YooSik Kim,Male,30,170 cm,176 lb,2:26,8:39,1:58,18:56,345,--,--,300,245,535,440,59
INSU BAEK,Male,26,177 cm,92 kg,3:02,13:01,1:37,19:10,344,1:15,25:00:00,325,250,535,405,47
Hyoung-Jae PARK,Male,33,178 cm,196 lb,2:35,8:14,2:07,0:00,--,1:07,0:00,--,255,505,495,--
Yong Jun Lee,Male,26,183 cm,188 lb,--,9:45,2:04,21:25,353,--,--,265,205,465,385,--
Roy Gamboa,Male,29,"5'8""",200 lb,2:15,7:32,1:27,19:50,--,0:56,21:25,365,310,525,465,50
Travis Williams,Male,24,"5'9""",205 lb,0:00,7:41,0:00,0:00,486,0:00,20:55,365,290,565,475,50
Jordan Cook,Male,24,"5'9""",186 lb,2:14,7:01,1:37,--,--,1:00,20:00,330,270,500,440,--
Adrian Conway,Male,30,"5'10""",202 lb,2:17,0:00,1:25,0:00,--,0:56,21:15,345,275,590,490,70
Chad Cole,Male,26,"5'8""",180 lb,2:15,7:10,1:48,15:42,430,0:00,19:30,310,275,475,415,66
Sean Sweeney,Male,25,"5'9""",195 lb,2:19,6:38,1:28,--,--,--,--,341,265,530,430,--
Logan Collins,Male,25,"5'7""",167 lb,2:09,--,1:40,--,--,--,--,325,265,500,435,--
Ruben Martinez,Male,22,"5'10""",175 lb,2:35,7:52,2:24,--,--,1:07,22:23,345,270,410,415,60
Matt Chan,Male,38,"5'9""",217 lb,2:19,7:44,1:16,17:44,448,1:00,21:58,352,305,572,460,50
Zachary Forrest,Male,30,"5'7""",175 lb,2:04,7:01,1:29,15:34,425,1:01,20:00,325,265,485,425,74
Lance Castle,Male,30,"5'7""",185 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,315,260,440,400,69
Ryan Laframboise,Male,26,"5'9""",180 lb,2:21,--,1:42,--,--,--,--,305,240,455,405,--
Patrick Burke,Male,35,"5'10""",185 lb,2:19,6:52,1:24,0:00,399,0:58,20:00,300,230,525,435,60
Dusty Flores,Male,27,"5'8""",178 lb,2:05,7:35,1:29,0:00,--,1:00,19:00,315,260,460,455,60
Thomas Vinas,Male,20,"5'11""",200 lb,--,--,--,--,--,--,--,365,282,540,475,--
Jason Hoggan,Male,33,"5'10""",190 lb,2:15,7:18,1:18,16:58,445,1:00,19:30,315,250,530,455,63
Chris Hoppe,Male,32,"6'0""",220 lb,--,--,--,--,--,--,--,--,--,--,--,--
Chase Duke,Male,27,"5'9""",205 lb,--,--,1:36,--,407,--,--,335,285,450,535,--
Jeff Germond,Male,35,"5'8""",193 lb,2:21,8:15,1:42,18:09,401,1:05,21:56,325,260,465,430,50
Caleb Christian,Male,27,"6'0""",197 lb,2:19,7:35,1:14,--,--,0:58,22:07,345,275,505,470,55
Justin Murphy,Male,25,"5'11""",185 lb,2:10,--,--,--,--,0:55,20:07,335,265,500,500,65
Justin Fallon,Male,30,"5'11""",185 lb,2:29,6:38,1:29,20:00,456,0:56,17:54,305,240,515,405,65
Christian Lucero,Male,23,"5'10""",190 lb,1:59,0:00,1:10,0:00,--,0:00,0:00,352,290,515,440,82
Blaine Springston,Male,31,"5'10""",190 lb,2:10,7:45,1:30,17:30,--,1:00,0:00,325,255,500,455,50
Ryan Bender,Male,27,"5'10""",195 lb,2:35,0:00,0:00,0:00,--,0:00,0:00,350,295,605,455,--
Will Trujillo,Male,29,"5'11""",204 lb,--,--,--,--,456,--,--,--,--,--,--,--
David Richman,Male,23,"5'11""",188 lb,2:06,--,--,--,--,--,--,320,285,485,450,--
Fernando Villafaña,Male,31,171 cm,180 lb,2:16,--,2:01,--,--,--,--,320,255,455,400,--
Richard Andrews,Male,27,"5'7""",174 lb,2:07,7:41,1:47,0:00,393,0:00,21:13,330,265,455,420,68
Cole Marshburn,Male,35,"6'0""",198 lb,2:24,--,1:37,--,--,--,--,325,255,540,425,60
Ryan Bielefeldt,Male,30,"6'0""",200 lb,2:24,7:45,1:58,0:00,367,0:00,0:00,335,280,565,450,50
Stephano Tsaganis,Male,29,"5'9""",192 lb,2:24,7:34,1:25,16:44,--,0:59,19:23,345,280,500,485,--
Shaun Hazelton,Male,31,"6'1""",205 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Andrew Cifelli,Male,26,"6'0""",189 lb,2:29,7:15,1:54,17:59,404,1:05,21:17,297,240,505,435,55
Emanuel Aponte,Male,24,"5'7""",160 lb,2:47,--,--,--,--,1:06,22:00,315,260,435,375,63
Alan Garcia,Male,26,175 cm,180 lb,2:02,7:43,1:56,0:00,420,0:58,21:16,320,270,475,405,70
Bryce Chilton,Male,23,"6'1""",210 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,335,250,500,405,--
Gabe Swaba,Male,22,"6'1""",200 lb,2:48,7:54,1:47,16:36,--,0:58,17:48,305,250,515,385,68
Tarcio Santos Ferreira,Male,30,172 cm,171 lb,2:33,0:00,2:29,0:00,--,1:09,0:00,340,265,500,485,50
Artur Machado,Male,25,170 cm,170 lb,2:11,0:00,1:44,--,--,0:44,19:48,150,111,244,205,72
Phillip Guillot,Male,28,"5'10""",202 lb,2:22,8:13,1:32,17:45,414,--,--,345,270,480,420,--
Alvaro Lopez,Male,31,"0'5""",177 lb,2:17,--,--,--,--,--,--,305,235,505,400,65
Agustin Garavaglia,Male,29,180 cm,200 lb,--,--,--,--,--,--,--,--,--,--,--,--
Jose Gonzalez,Male,25,175 cm,85 kg,2:04,--,--,--,--,--,--,385,300,495,455,--
Luis Perez,Male,30,178 cm,180 lb,2:26,0:00,1:40,0:00,--,0:00,17:25,315,245,500,405,70
Nathaniel Olsen,Male,26,"5'11""",192 lb,2:05,6:40,1:20,14:20,430,0:52,19:00,330,260,500,415,75
Lucas Parker,Male,27,"5'8""",187 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,345,291,--,490,--
Cole Sager,Male,26,"5'10""",205 lb,2:05,7:14,1:10,13:15,490,0:54,--,345,275,470,475,68
Kevin Simons,Male,28,"5'7""",193 lb,2:03,0:00,1:11,0:00,--,0:59,0:00,361,302,575,515,--
Tyson Takasaki,Male,29,"6'1""",205 lb,2:10,7:26,0:00,15:36,484,0:00,0:00,345,300,--,--,--
Joe Scali,Male,30,"6'0""",190 lb,2:14,0:00,2:11,15:05,--,0:00,0:00,330,265,535,450,--
Cody Anderson,Male,24,"5'7""",165 lb,2:06,7:47,1:40,16:18,489,0:59,22:33,320,255,420,405,73
Brent Fikowski,Male,25,"6'2""",212 lb,0:00,0:00,0:00,0:00,--,0:59,0:00,--,290,--,405,--
Zach Carlin,Male,26,"5'10""",200 lb,1:55,7:39,1:39,16:08,461,1:00,19:05,375,305,585,485,64
Mitch Barnard,Male,26,"5'8""",194 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Allan Dunlap,Male,24,"5'7""",178 lb,--,--,--,--,--,--,--,--,--,--,--,--
Apollo Lewis,Male,30,"5'10""",195 lb,2:20,7:19,--,--,422,--,21:00,310,250,475,410,68
Jeremy Meredith,Male,29,"6'0""",210 lb,2:01,7:04,1:45,17:25,440,0:59,0:00,151,125,565,530,60
Terrence Limbert,Male,23,"5'9""",200 lb,2:21,7:31,1:30,16:39,--,0:59,0:00,345,285,505,435,--
Mitch Wagner,Male,27,"5'8""",180 lb,1:57,--,--,--,--,--,--,--,--,--,--,--
Connor Vale,Male,23,"5'11""",197 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,340,285,475,455,--
Jonathan Gibson,Male,26,"6'2""",225 lb,2:17,--,1:44,--,--,--,--,330,260,565,440,--
Andrew Rosenbaum,Male,35,"5'6""",184 lb,2:07,--,1:43,--,--,--,--,335,245,505,505,52
Drew Barquist,Male,25,"5'7""",180 lb,2:08,7:50,2:24,0:00,--,0:00,0:00,335,275,455,425,54
Samuel Kwant,Male,20,"5'10""",195 lb,2:09,0:00,1:47,0:00,--,0:00,18:05,325,275,465,430,74
Dylan Weller,Male,24,"6'0""",191 lb,2:17,7:28,1:54,16:46,453,0:59,19:51,330,250,560,405,71
Ryan Smith,Male,30,"5'11""",190 lb,2:26,7:48,1:48,0:00,406,0:00,0:00,300,245,485,380,60
Joshua Rempel,Male,35,"6'4""",225 lb,2:37,7:40,1:37,18:47,385,0:00,0:00,340,260,500,425,--
Pete Barner,Male,24,"5'8""",185 lb,--,--,--,--,--,--,--,255,225,420,375,--
Zack McMillan,Male,29,"5'10""",190 lb,2:24,7:33,1:46,--,420,--,--,319,258,445,400,50
Jason Cain,Male,38,"5'6""",177 lb,2:10,7:25,1:33,16:01,455,0:56,19:56,335,260,515,484,60
Austin Stack,Male,31,"6'0""",220 lb,2:42,8:45,1:31,19:56,428,1:06,23:00,325,250,450,405,40
Mitchel Stevenson,Male,23,"5'9""",185 lb,--,--,--,--,--,--,--,--,--,--,--,--
Mack Unruh,Male,26,"6'0""",195 lb,2:09,7:48,1:37,0:00,435,1:00,22:21,305,235,475,405,65
Aiden Poole,Male,33,"5'10""",197 lb,2:57,9:37,1:55,22:24,385,1:10,23:08,310,255,516,440,50
Nicholas Rocco,Male,28,"6'0""",205 lb,2:34,8:32,1:09,0:00,--,0:00,0:00,355,285,545,435,42
Travis Mead,Male,29,"6'1""",205 lb,1:58,6:20,1:11,15:26,454,--,20:12,335,280,560,465,60
Taylor Mason,Male,27,"5'11""",196 lb,2:14,--,--,--,--,--,--,305,245,495,425,--
Wesley Rethwill,Male,26,"6'0""",197 lb,2:08,--,--,--,--,--,--,325,250,485,455,--
Curt Manning,Male,32,"5'9""",200 lb,2:16,7:48,1:29,--,485,1:10,--,320,245,516,455,48
Shawn Lukacsy,Male,34,"5'11""",200 lb,2:14,--,--,--,--,--,20:50,320,265,490,405,70
Dj Larson,Male,36,"6'0""",195 lb,--,--,--,--,--,--,--,--,--,--,--,--
Ben Stoneberg,Male,29,"5'7""",180 lb,2:10,7:06,1:27,15:05,486,0:57,19:00,335,265,500,475,63
Eric Peterson,Male,25,"5'11""",190 lb,2:31,8:19,1:43,20:17,440,0:52,20:10,295,235,425,385,51
Richard Froning Jr.,Male,29,--,198 lb,2:13,0:00,1:11,0:00,508,0:00,0:00,370,305,570,475,75
Scott Panchik,Male,28,--,187 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Will Moorad,Male,27,--,185 lb,2:12,0:00,0:00,0:00,--,0:00,0:00,--,260,--,--,--
Graham Holmberg,Male,31,--,190 lb,2:04,7:04,1:12,17:30,433,--,19:00,330,270,535,440,55
Marcus Hendren,Male,27,--,200 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,355,275,550,455,--
Gerald Sasser,Male,26,--,198 lb,2:13,--,--,--,--,--,--,345,300,500,450,--
Nicholas Fory,Male,30,--,185 lb,2:18,0:00,1:39,0:00,436,1:02,18:34,275,225,480,395,70
Alex Anderson,Male,26,--,210 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Nicholas Urankar,Male,32,--,195 lb,2:10,0:00,1:24,15:30,--,0:00,19:37,390,310,555,480,55
Cody Keathley,Male,25,--,171 lb,2:37,8:17,2:05,17:58,360,1:05,19:57,--,--,--,--,64
Chris Shimley,Male,24,--,193 lb,2:20,7:29,1:56,18:00,468,0:00,21:17,365,285,505,505,61
Brandon Shriner,Male,32,--,175 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Dane Youtz,Male,30,--,205 lb,2:53,1:00,1:22,1:00,450,0:57,1:00,300,245,470,430,--
Patrick O&#039;Connell,Male,28,--,180 lb,2:16,0:00,2:02,19:14,--,0:00,0:00,350,265,485,420,46
Tate Rivera,Male,32,--,180 lb,3:18,8:25,3:34,--,--,--,21:00,275,205,440,385,50
Joseph Weigel,Male,27,--,195 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Tristan Moore,Male,26,--,216 lb,2:20,--,1:36,--,321,--,--,345,260,535,455,--
Chris Sansbury,Male,27,--,198 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,305,225,475,445,31
Derek French,Male,31,--,180 lb,2:28,8:13,1:51,19:10,--,0:00,19:39,325,245,500,415,--
Matt Hewett,Male,28,--,185 lb,2:09,--,1:45,--,442,0:52,20:21,315,252,530,475,60
Ken Battiston,Male,28,--,209 lb,2:15,0:00,1:31,20:44,404,0:00,23:00,385,305,550,505,50
Landon Walker,Male,27,--,182 lb,2:22,--,--,--,--,--,--,302,235,--,415,--
Vincent Buttitta,Male,26,--,170 lb,--,--,--,--,--,--,--,315,245,470,440,--
John Lytle,Male,27,--,177 lb,2:17,0:00,0:00,0:00,--,0:00,0:00,275,215,--,385,70
Torey Throop,Male,27,--,205 lb,2:11,7:46,1:21,--,--,--,--,335,275,500,425,55
Craig Charton,Male,30,--,199 lb,--,--,--,--,--,--,--,--,--,--,--,--
Andy Angelo,Male,26,--,170 lb,2:22,--,1:41,16:01,451,--,18:00,275,220,500,350,64
Kirk Bacsu,Male,31,--,184 lb,--,--,--,--,--,--,--,--,--,--,--,--
Joshua Belville,Male,36,--,205 lb,2:15,7:35,1:34,16:26,419,0:57,21:00,315,255,475,410,50
Jonathan Wolf,Male,24,--,187 lb,2:29,7:36,--,19:40,--,--,--,325,260,490,390,54
Joseph Tortora,Male,25,--,193 lb,2:22,--,1:45,18:49,412,--,19:33,330,265,475,450,70
Jon Esposito,Male,28,--,175 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Brian Giovinazzi,Male,36,--,200 lb,0:00,0:00,1:36,19:56,--,0:49,19:09,--,--,--,--,--
Evan Beach,Male,30,--,210 lb,2:31,7:37,0:00,0:00,400,0:00,0:00,325,270,505,395,--
Kevin Jones,Male,33,--,205 lb,--,--,1:43,--,--,--,19:51,345,255,545,500,55
Robert Charlesworth,Male,27,--,227 lb,2:32,7:46,1:39,22:50,381,0:00,0:00,325,250,535,445,51
John Fortune,Male,29,--,195 lb,--,--,2:34,--,--,--,19:50,297,215,485,415,45
Josh Woodhull,Male,25,--,212 lb,2:19,7:05,2:28,15:22,448,0:59,20:07,302,240,525,425,47
Brian Rottinghaus,Male,38,--,205 lb,--,--,--,--,--,--,--,--,--,--,--,--
Alex Bookout,Male,24,--,188 lb,2:25,7:40,1:34,--,--,--,--,--,--,--,--,--
Harrison Heller,Male,27,--,189 lb,2:20,7:37,1:50,20:18,401,--,--,275,235,525,435,52
Jesse Mascoe,Male,27,--,199 lb,2:46,8:12,1:45,0:00,--,0:55,20:10,295,245,515,395,--
Gary Hinton,Male,33,--,205 lb,2:45,0:00,0:00,0:00,--,1:00,21:00,245,195,500,405,45
Jonne Koski,Male,21,173 cm,185 lb,--,--,--,--,--,--,--,--,--,--,--,--
Lukas Högberg,Male,25,183 cm,207 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,143,115,220,183,--
Björgvin Karl Guðmundsson,Male,24,178 cm,185 lb,2:23,0:00,2:00,0:00,--,0:00,19:20,335,286,520,445,65
Frederik Aegidius,Male,29,174 cm,190 lb,2:27,8:00,1:40,17:50,464,1:07,22:20,155,120,230,210,50
Numi Katrinarson,Male,36,181 cm,84 kg,2:15,6:56,1:53,15:45,399,--,--,133,106,193,173,55
Lukas Esslinger,Male,23,181 cm,200 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Steven Fawcett,Male,28,173 cm,180 lb,2:11,6:50,1:40,0:00,--,0:00,19:00,156,120,202,200,65
Christer Idland,Male,30,184 cm,88 kg,0:00,0:00,0:00,0:00,--,0:00,0:00,141,115,200,170,50
Will Kane,Male,29,176 cm,176 lb,2:16,7:57,1:43,17:17,411,--,20:05,140,113,210,185,58
David Shorunke,Male,26,188 cm,97 kg,--,--,--,--,--,--,--,--,--,--,--,--
Benjamin Massey,Male,27,--,191 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,100,--,180,165,55
Jakob Magnusson,Male,27,176 cm,187 lb,3:21,7:59,1:45,17:23,377,0:00,21:40,135,120,220,185,50
Jordan Wallace,Male,24,165 cm,152 lb,2:27,7:15,2:10,16:58,445,1:05,19:47,123,92,210,160,56
Viktor Långsved,Male,24,183 cm,89 kg,0:00,0:00,--,--,--,--,--,--,--,--,--,--
Mitchell Adams,Male,25,167 cm,81 kg,2:17,7:46,1:51,--,--,0:59,--,133,110,215,195,56
Philip Rylander,Male,29,181 cm,192 lb,2:12,6:52,1:24,14:21,515,0:54,17:23,145,121,260,195,70
Filip Fisker,Male,26,196 cm,230 lb,2:26,7:30,1:16,17:50,400,0:50,22:00,160,130,240,200,60
Matt Rodwell,Male,24,--,205 lb,2:27,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Gregor Schregle,Male,33,179 cm,182 lb,2:52,8:53,2:44,0:00,383,0:00,20:00,125,95,210,165,50
Jonas Mueller,Male,25,169 cm,78 kg,2:09,6:55,1:20,14:18,442,0:55,17:30,145,115,230,190,71
Eiríkur Baldursson,Male,28,182 cm,191 lb,2:46,8:03,1:59,0:00,397,0:58,18:30,130,127,220,170,63
Riccardo Donati,Male,35,175 cm,187 lb,0:00,0:00,2:02,18:26,375,0:51,20:49,125,103,180,175,50
Liam Hogan,Male,25,178 cm,174 lb,--,--,--,--,--,--,--,--,--,--,--,--
Rob Martin,Male,37,183 cm,90 kg,0:00,0:00,0:00,0:00,--,0:00,0:00,142,120,240,185,--
Stefano Migliorini,Male,27,173 cm,185 lb,2:09,7:00,1:38,0:00,402,1:11,20:00,148,115,235,235,72
Marc Ordeig,Male,28,176 cm,86 kg,--,--,--,--,--,--,--,--,105,200,170,--
Robert Manlove,Male,30,--,210 lb,2:27,7:27,1:46,0:00,401,0:00,16:44,135,110,211,180,60
Elliot Simmonds,Male,23,183 cm,185 lb,0:00,--,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Samuel Gallego,Male,28,180 cm,187 lb,2:19,--,1:50,--,--,1:01,19:52,150,112,215,190,65
Mareck Bigler,Male,33,183 cm,194 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Mads Rasmussen,Male,28,180 cm,83 kg,2:40,7:35,2:20,--,--,1:00,--,120,100,190,155,42
Arnar Sigurdsson,Male,28,180 cm,189 lb,0:00,0:00,1:26,0:00,--,0:58,17:20,--,--,--,--,75
Casper Gammelmark,Male,25,187 cm,189 lb,--,--,--,--,--,--,--,--,--,--,--,--
Davide Marini,Male,30,180 cm,91 kg,--,--,--,--,--,--,--,--,--,--,--,--
Antony Monks,Male,27,180 cm,87 kg,--,--,--,--,--,--,--,--,--,--,--,--
Christophe Besnard,Male,35,169 cm,171 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Bartlomiej Lipka,Male,26,177 cm,183 lb,2:43,--,1:36,--,--,0:57,20:30,330,260,555,445,45
Lee Howe,Male,34,175 cm,169 lb,2:36,6:56,1:59,14:38,401,0:58,17:48,122,87,230,160,57
John Reid,Male,23,--,202 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Alexandre Jolivet,Male,36,174 cm,202 lb,2:05,--,--,--,445,0:58,19:52,155,115,280,250,46
Sigurður Þrastarson,Male,32,179 cm,205 lb,2:03,6:57,1:18,--,--,--,--,145,115,265,230,40
Frosti Gylfason,Male,37,178 cm,--,2:40,--,--,--,409,--,--,120,95,210,180,--
Sam Henderson,Male,24,180 cm,198 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Joakim Ro-Poulsen,Male,28,180 cm,189 lb,3:00,--,--,--,--,0:59,--,125,110,200,170,--
florent paillasson,Male,31,177 cm,183 lb,2:22,--,2:24,--,--,--,--,126,100,205,160,48
Lacee Kovacs,Male,29,174 cm,187 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Richard Vanmeerbeek,Male,29,188 cm,198 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Emmanuel Maldonado,Male,27,--,192 lb,2:36,--,--,--,--,--,--,143,110,--,--,--
Conor Murphy,Male,27,--,185 lb,0:00,0:00,0:00,0:00,--,0:00,0:00,--,--,--,--,--
Mark Desin,Male,29,--,185 lb,2:40,7:37,1:56,18:15,410,--,--,300,240,465,405,45
Alan Garcia,Male,26,175 cm,180 lb,2:02,7:43,1:56,0:00,420,0:58,21:16,320,270,475,405,70
Giancarlo Vera Ochoa,Male,28,167 cm,218 lb,2:06,8:38,1:55,23:45,323,1:19,23:19,365,275,520,500,54
Francisco Javier,Male,30,173 cm,160 lb,2:26,0:00,1:59,0:00,--,0:00,17:21,300,235,495,374,50
Alvaro Lopez,Male,31,--,180 lb,2:17,0:00,0:00,0:00,--,1:06,0:00,290,235,450,365,63
